pairID,gold_label
397,contradiction
398,entailment
399,entailment
400,contradiction
401,entailment
402,contradiction
403,contradiction
404,contradiction
405,neutral
406,contradiction
407,contradiction
408,neutral
409,entailment
410,entailment
411,entailment
412,entailment
413,entailment
414,neutral
415,contradiction
416,entailment
417,neutral
418,entailment
419,entailment
420,contradiction
421,entailment
422,neutral
423,entailment
424,neutral
425,entailment
426,contradiction
427,entailment
428,entailment
429,neutral
430,contradiction
431,neutral
432,neutral
433,neutral
434,contradiction
435,neutral
436,contradiction
437,contradiction
438,neutral
439,neutral
440,entailment
441,neutral
442,contradiction
443,contradiction
444,neutral
445,neutral
446,entailment
447,entailment
448,entailment
449,neutral
450,entailment
451,contradiction
452,neutral
453,entailment
454,contradiction
455,contradiction
456,neutral
457,entailment
458,entailment
459,contradiction
460,entailment
461,entailment
462,entailment
463,contradiction
464,entailment
465,neutral
466,neutral
467,neutral
468,contradiction
469,contradiction
470,contradiction
471,neutral
472,contradiction
473,neutral
474,neutral
475,entailment
476,entailment
477,entailment
478,entailment
479,contradiction
480,contradiction
481,contradiction
482,entailment
483,contradiction
484,contradiction
485,neutral
486,neutral
487,neutral
488,neutral
489,entailment
490,contradiction
491,contradiction
492,neutral
493,entailment
494,entailment
495,entailment
496,entailment
497,neutral
498,neutral
499,entailment
500,neutral
501,neutral
502,contradiction
503,neutral
504,contradiction
505,entailment
506,neutral
507,contradiction
508,neutral
509,contradiction
510,contradiction
511,neutral
512,contradiction
513,entailment
514,entailment
515,neutral
516,neutral
517,contradiction
518,neutral
519,contradiction
520,entailment
521,neutral
522,contradiction
523,entailment
524,neutral
525,contradiction
526,entailment
527,contradiction
528,entailment
529,contradiction
530,neutral
531,entailment
532,contradiction
533,contradiction
534,entailment
535,contradiction
536,entailment
537,contradiction
538,entailment
539,contradiction
540,entailment
541,contradiction
542,entailment
543,contradiction
544,contradiction
545,neutral
546,entailment
547,contradiction
548,neutral
549,entailment
550,entailment
551,entailment
552,contradiction
553,entailment
554,neutral
555,contradiction
556,entailment
557,neutral
558,contradiction
559,entailment
560,contradiction
561,neutral
562,entailment
563,entailment
564,entailment
565,neutral
566,contradiction
567,entailment
568,entailment
569,entailment
570,contradiction
571,entailment
572,contradiction
573,contradiction
574,entailment
575,neutral
576,neutral
577,contradiction
578,entailment
579,entailment
580,neutral
581,contradiction
582,entailment
583,contradiction
584,contradiction
585,neutral
586,contradiction
587,entailment
588,contradiction
589,contradiction
590,entailment
591,neutral
592,entailment
593,entailment
594,contradiction
595,neutral
596,contradiction
597,contradiction
598,entailment
599,entailment
600,neutral
601,neutral
602,contradiction
603,neutral
604,entailment
605,contradiction
606,contradiction
607,neutral
608,entailment
609,contradiction
610,contradiction
611,neutral
612,entailment
613,neutral
614,entailment
615,entailment
616,neutral
617,entailment
618,contradiction
619,neutral
620,neutral
621,neutral
622,neutral
623,entailment
624,entailment
625,entailment
626,neutral
627,entailment
628,neutral
629,neutral
630,contradiction
631,entailment
632,entailment
633,entailment
634,entailment
635,neutral
636,contradiction
637,neutral
638,entailment
639,entailment
640,entailment
641,entailment
642,entailment
643,entailment
644,entailment
645,contradiction
646,entailment
647,entailment
648,neutral
649,neutral
650,entailment
651,contradiction
652,contradiction
653,entailment
654,entailment
655,contradiction
656,neutral
657,entailment
658,neutral
659,neutral
660,contradiction
661,contradiction
662,contradiction
663,entailment
664,entailment
665,entailment
666,neutral
667,neutral
668,neutral
669,neutral
670,neutral
671,contradiction
672,entailment
673,contradiction
674,entailment
675,neutral
676,neutral
677,entailment
678,entailment
679,entailment
680,contradiction
681,entailment
682,entailment
683,neutral
684,entailment
685,entailment
686,neutral
687,contradiction
688,entailment
689,neutral
690,neutral
691,entailment
692,entailment
693,entailment
694,neutral
695,contradiction
696,neutral
697,neutral
698,neutral
699,neutral
700,contradiction
701,entailment
702,neutral
703,contradiction
704,contradiction
705,neutral
706,contradiction
707,entailment
708,entailment
709,contradiction
710,entailment
711,entailment
712,entailment
713,neutral
714,neutral
715,contradiction
716,entailment
717,contradiction
718,contradiction
719,contradiction
720,contradiction
721,entailment
722,contradiction
723,neutral
724,neutral
725,neutral
726,contradiction
727,entailment
728,entailment
729,entailment
730,neutral
731,contradiction
732,neutral
733,entailment
734,neutral
735,entailment
736,entailment
737,neutral
738,entailment
739,entailment
740,neutral
741,entailment
742,contradiction
743,contradiction
744,neutral
745,entailment
746,neutral
747,contradiction
748,neutral
749,entailment
750,entailment
751,contradiction
752,entailment
753,neutral
754,contradiction
755,contradiction
756,neutral
757,contradiction
758,entailment
759,entailment
760,entailment
761,contradiction
762,entailment
763,neutral
764,entailment
765,entailment
766,contradiction
767,entailment
768,contradiction
769,neutral
770,entailment
771,contradiction
772,contradiction
773,contradiction
774,entailment
775,neutral
776,contradiction
777,neutral
778,entailment
779,contradiction
780,neutral
781,neutral
782,neutral
783,entailment
784,neutral
785,entailment
786,contradiction
787,neutral
788,entailment
789,entailment
790,entailment
791,contradiction
792,entailment
793,entailment
794,neutral
795,entailment
796,entailment
797,entailment
798,neutral
799,contradiction
800,entailment
801,entailment
802,contradiction
803,contradiction
804,entailment
805,contradiction
806,contradiction
807,contradiction
808,contradiction
809,entailment
810,entailment
811,neutral
812,contradiction
813,contradiction
814,contradiction
815,contradiction
816,entailment
817,neutral
818,neutral
819,neutral
820,entailment
821,neutral
822,neutral
823,entailment
824,entailment
825,entailment
826,neutral
827,entailment
828,neutral
829,neutral
830,contradiction
831,entailment
832,entailment
833,neutral
834,entailment
835,entailment
836,contradiction
837,contradiction
838,entailment
839,entailment
840,entailment
841,entailment
842,entailment
843,contradiction
844,entailment
845,contradiction
846,contradiction
847,neutral
848,entailment
849,entailment
850,neutral
851,entailment
852,neutral
853,entailment
854,entailment
855,neutral
856,neutral
857,contradiction
858,neutral
859,entailment
860,entailment
861,neutral
862,contradiction
863,contradiction
864,neutral
865,contradiction
866,neutral
867,entailment
868,entailment
869,contradiction
870,entailment
871,entailment
872,contradiction
873,contradiction
874,contradiction
875,entailment
876,contradiction
877,contradiction
878,contradiction
879,neutral
880,contradiction
881,neutral
882,entailment
883,neutral
884,contradiction
885,neutral
886,entailment
887,contradiction
888,entailment
889,contradiction
890,neutral
891,contradiction
892,contradiction
893,neutral
894,contradiction
895,neutral
896,entailment
897,contradiction
898,entailment
899,entailment
900,contradiction
901,entailment
902,entailment
903,contradiction
904,contradiction
905,neutral
906,entailment
907,entailment
908,entailment
909,entailment
910,entailment
911,entailment
912,contradiction
913,entailment
914,contradiction
915,contradiction
916,neutral
917,neutral
918,contradiction
919,entailment
920,neutral
921,neutral
922,entailment
923,neutral
924,neutral
925,entailment
926,contradiction
927,contradiction
928,entailment
929,entailment
930,neutral
931,neutral
932,entailment
933,neutral
934,neutral
935,entailment
936,neutral
937,neutral
938,entailment
939,entailment
940,entailment
941,contradiction
942,neutral
943,entailment
944,neutral
945,entailment
946,entailment
947,neutral
948,entailment
949,entailment
950,contradiction
951,entailment
952,entailment
953,contradiction
954,contradiction
955,contradiction
956,contradiction
957,entailment
958,entailment
959,entailment
960,contradiction
961,entailment
962,contradiction
963,neutral
964,neutral
965,entailment
966,neutral
967,entailment
968,entailment
969,neutral
970,contradiction
971,entailment
972,neutral
973,entailment
974,entailment
975,entailment
976,entailment
977,contradiction
978,neutral
979,contradiction
980,neutral
981,contradiction
982,entailment
983,neutral
984,entailment
985,contradiction
986,entailment
987,contradiction
988,entailment
989,entailment
990,contradiction
991,entailment
992,entailment
993,contradiction
994,neutral
995,neutral
996,contradiction
997,neutral
998,neutral
999,entailment
1000,contradiction
1001,entailment
1002,entailment
1003,contradiction
1004,neutral
1005,neutral
1006,contradiction
1007,neutral
1008,entailment
1009,entailment
1010,entailment
1011,entailment
1012,entailment
1013,contradiction
1014,neutral
1015,contradiction
1016,entailment
1017,entailment
1018,entailment
1019,contradiction
1020,entailment
1021,contradiction
1022,neutral
1023,entailment
1024,entailment
1025,entailment
1026,contradiction
1027,entailment
1028,contradiction
1029,entailment
1030,entailment
1031,neutral
1032,entailment
1033,neutral
1034,entailment
1035,neutral
1036,neutral
1037,entailment
1038,neutral
1039,neutral
1040,entailment
1041,contradiction
1042,neutral
1043,neutral
1044,entailment
1045,contradiction
1046,entailment
1047,neutral
1048,entailment
1049,contradiction
1050,contradiction
1051,neutral
1052,neutral
1053,entailment
1054,entailment
1055,neutral
1056,neutral
1057,contradiction
1058,contradiction
1059,entailment
1060,neutral
1061,neutral
1062,contradiction
1063,neutral
1064,neutral
1065,entailment
1066,contradiction
1067,entailment
1068,neutral
1069,neutral
1070,entailment
1071,contradiction
1072,entailment
1073,neutral
1074,entailment
1075,entailment
1076,contradiction
1077,contradiction
1078,entailment
1079,contradiction
1080,entailment
1081,entailment
1082,neutral
1083,entailment
1084,neutral
1085,contradiction
1086,entailment
1087,contradiction
1088,neutral
1089,entailment
1090,entailment
1091,neutral
1092,neutral
1093,contradiction
1094,neutral
1095,neutral
1096,contradiction
1097,entailment
1098,neutral
1099,entailment
1100,contradiction
1101,neutral
1102,contradiction
1103,entailment
1104,contradiction
1105,neutral
1106,neutral
1107,contradiction
1108,entailment
1109,neutral
1110,neutral
1111,entailment
1112,neutral
1113,entailment
1114,entailment
1115,entailment
1116,neutral
1117,neutral
1118,entailment
1119,neutral
1120,contradiction
1121,entailment
1122,contradiction
1123,contradiction
1124,neutral
1125,entailment
1126,neutral
1127,entailment
1128,contradiction
1129,entailment
1130,neutral
1131,neutral
1132,neutral
1133,entailment
1134,neutral
1135,entailment
1136,contradiction
1137,entailment
1138,entailment
1139,entailment
1140,neutral
1141,contradiction
1142,entailment
1143,entailment
1144,neutral
1145,entailment
1146,contradiction
1147,entailment
1148,neutral
1149,entailment
1150,contradiction
1151,contradiction
1152,contradiction
1153,contradiction
1154,entailment
1155,entailment
1156,entailment
1157,entailment
1158,contradiction
1159,neutral
1160,contradiction
1161,contradiction
1162,neutral
1163,contradiction
1164,neutral
1165,entailment
1166,entailment
1167,neutral
1168,contradiction
1169,entailment
1170,neutral
1171,contradiction
1172,entailment
1173,entailment
1174,entailment
1175,contradiction
1176,entailment
1177,entailment
1178,entailment
1179,contradiction
1180,contradiction
1181,entailment
1182,entailment
1183,contradiction
1184,contradiction
1185,contradiction
1186,entailment
1187,entailment
1188,neutral
1189,entailment
1190,contradiction
1191,contradiction
1192,contradiction
1193,entailment
1194,entailment
1195,contradiction
1196,entailment
1197,neutral
1198,contradiction
1199,entailment
1200,contradiction
1201,contradiction
1202,neutral
1203,contradiction
1204,contradiction
1205,entailment
1206,contradiction
1207,contradiction
1208,contradiction
1209,entailment
1210,contradiction
1211,entailment
1212,neutral
1213,contradiction
1214,neutral
1215,entailment
1216,contradiction
1217,contradiction
1218,neutral
1219,entailment
1220,neutral
1221,contradiction
1222,entailment
1223,neutral
1224,entailment
1225,neutral
1226,contradiction
1227,neutral
1228,neutral
1229,entailment
1230,contradiction
1231,contradiction
1232,entailment
1233,contradiction
1234,contradiction
1235,contradiction
1236,entailment
1237,contradiction
1238,contradiction
1239,entailment
1240,neutral
1241,neutral
1242,contradiction
1243,neutral
1244,entailment
1245,contradiction
1246,neutral
1247,neutral
1248,contradiction
1249,contradiction
1250,entailment
1251,entailment
1252,contradiction
1253,entailment
1254,entailment
1255,entailment
1256,neutral
1257,contradiction
1258,contradiction
1259,contradiction
1260,entailment
1261,entailment
1262,entailment
1263,neutral
1264,neutral
1265,neutral
1266,neutral
1267,neutral
1268,neutral
1269,entailment
1270,contradiction
1271,contradiction
1272,entailment
1273,contradiction
1274,contradiction
1275,contradiction
1276,entailment
1277,neutral
1278,contradiction
1279,entailment
1280,neutral
1281,entailment
1282,contradiction
1283,contradiction
1284,entailment
1285,contradiction
1286,neutral
1287,neutral
1288,contradiction
1289,neutral
1290,neutral
1291,contradiction
1292,neutral
1293,neutral
1294,entailment
1295,neutral
1296,entailment
1297,entailment
1298,contradiction
1299,contradiction
1300,contradiction
1301,contradiction
1302,contradiction
1303,contradiction
1304,contradiction
1305,entailment
1306,entailment
1307,contradiction
1308,neutral
1309,neutral
1310,entailment
1311,neutral
1312,contradiction
1313,contradiction
1314,contradiction
1315,entailment
1316,neutral
1317,entailment
1318,entailment
1319,neutral
1320,contradiction
1321,contradiction
1322,neutral
1323,neutral
1324,contradiction
1325,neutral
1326,contradiction
1327,contradiction
1328,neutral
1329,entailment
1330,entailment
1331,neutral
1332,neutral
1333,neutral
1334,entailment
1335,contradiction
1336,neutral
1337,neutral
1338,contradiction
1339,neutral
1340,neutral
1341,neutral
1342,contradiction
1343,entailment
1344,contradiction
1345,contradiction
1346,contradiction
1347,contradiction
1348,neutral
1349,entailment
1350,entailment
1351,neutral
1352,contradiction
1353,entailment
1354,contradiction
1355,entailment
1356,entailment
1357,neutral
1358,contradiction
1359,contradiction
1360,neutral
1361,contradiction
1362,entailment
1363,contradiction
1364,contradiction
1365,contradiction
1366,entailment
1367,entailment
1368,contradiction
1369,contradiction
1370,entailment
1371,neutral
1372,contradiction
1373,contradiction
1374,entailment
1375,entailment
1376,entailment
1377,entailment
1378,entailment
1379,entailment
1380,contradiction
1381,contradiction
1382,entailment
1383,entailment
1384,neutral
1385,entailment
1386,contradiction
1387,neutral
1388,neutral
1389,neutral
1390,contradiction
1391,contradiction
1392,neutral
1393,neutral
1394,contradiction
1395,entailment
1396,contradiction
1397,entailment
1398,neutral
1399,entailment
1400,contradiction
1401,entailment
1402,entailment
1403,entailment
1404,entailment
1405,entailment
1406,neutral
1407,entailment
1408,contradiction
1409,contradiction
1410,entailment
1411,neutral
1412,contradiction
1413,entailment
1414,entailment
1415,neutral
1416,entailment
1417,entailment
1418,contradiction
1419,contradiction
1420,neutral
1421,contradiction
1422,entailment
1423,contradiction
1424,entailment
1425,contradiction
1426,neutral
1427,contradiction
1428,entailment
1429,entailment
1430,entailment
1431,entailment
1432,neutral
1433,contradiction
1434,contradiction
1435,neutral
1436,neutral
1437,contradiction
1438,entailment
1439,entailment
1440,neutral
1441,contradiction
1442,neutral
1443,entailment
1444,neutral
1445,neutral
1446,contradiction
1447,entailment
1448,contradiction
1449,contradiction
1450,entailment
1451,contradiction
1452,entailment
1453,entailment
1454,contradiction
1455,entailment
1456,entailment
1457,entailment
1458,neutral
1459,contradiction
1460,entailment
1461,entailment
1462,entailment
1463,neutral
1464,contradiction
1465,entailment
1466,neutral
1467,contradiction
1468,neutral
1469,neutral
1470,contradiction
1471,entailment
1472,contradiction
1473,contradiction
1474,entailment
1475,entailment
1476,neutral
1477,contradiction
1478,entailment
1479,contradiction
1480,entailment
1481,entailment
1482,contradiction
1483,entailment
1484,neutral
1485,entailment
1486,contradiction
1487,entailment
1488,contradiction
1489,contradiction
1490,entailment
1491,entailment
1492,entailment
1493,neutral
1494,neutral
1495,neutral
1496,contradiction
1497,neutral
1498,entailment
1499,neutral
1500,neutral
1501,contradiction
1502,contradiction
1503,contradiction
1504,neutral
1505,neutral
1506,neutral
1507,entailment
1508,contradiction
1509,contradiction
1510,entailment
1511,entailment
1512,contradiction
1513,contradiction
1514,entailment
1515,entailment
1516,entailment
1517,contradiction
1518,neutral
1519,neutral
1520,neutral
1521,entailment
1522,neutral
1523,contradiction
1524,contradiction
1525,contradiction
1526,contradiction
1527,neutral
1528,contradiction
1529,entailment
1530,entailment
1531,entailment
1532,entailment
1533,neutral
1534,entailment
1535,entailment
1536,entailment
1537,entailment
1538,contradiction
1539,entailment
1540,contradiction
1541,entailment
1542,entailment
1543,contradiction
1544,entailment
1545,entailment
1546,neutral
1547,neutral
1548,contradiction
1549,entailment
1550,entailment
1551,entailment
1552,contradiction
1553,entailment
1554,entailment
1555,neutral
1556,neutral
1557,contradiction
1558,neutral
1559,contradiction
1560,entailment
1561,entailment
1562,entailment
1563,neutral
1564,entailment
1565,entailment
1566,contradiction
1567,contradiction
1568,entailment
1569,entailment
1570,contradiction
1571,entailment
1572,contradiction
1573,entailment
1574,entailment
1575,entailment
1576,entailment
1577,neutral
1578,entailment
1579,contradiction
1580,contradiction
1581,contradiction
1582,neutral
1583,entailment
1584,entailment
1585,entailment
1586,neutral
1587,neutral
1588,entailment
1589,neutral
1590,neutral
1591,contradiction
1592,neutral
1593,neutral
1594,contradiction
1595,entailment
1596,entailment
1597,neutral
1598,contradiction
1599,neutral
1600,contradiction
1601,neutral
1602,entailment
1603,entailment
1604,contradiction
1605,entailment
1606,neutral
1607,contradiction
1608,entailment
1609,neutral
1610,entailment
1611,entailment
1612,contradiction
1613,entailment
1614,entailment
1615,entailment
1616,neutral
1617,neutral
1618,contradiction
1619,neutral
1620,entailment
1621,entailment
1622,entailment
1623,neutral
1624,neutral
1625,entailment
1626,entailment
1627,neutral
1628,neutral
1629,entailment
1630,entailment
1631,entailment
1632,contradiction
1633,neutral
1634,entailment
1635,neutral
1636,entailment
1637,contradiction
1638,contradiction
1639,neutral
1640,neutral
1641,contradiction
1642,entailment
1643,entailment
1644,contradiction
1645,contradiction
1646,entailment
1647,contradiction
1648,neutral
1649,entailment
1650,contradiction
1651,neutral
1652,entailment
1653,contradiction
1654,neutral
1655,contradiction
1656,neutral
1657,neutral
1658,entailment
1659,contradiction
1660,neutral
1661,neutral
1662,contradiction
1663,entailment
1664,entailment
1665,contradiction
1666,entailment
1667,contradiction
1668,entailment
1669,neutral
1670,entailment
1671,contradiction
1672,contradiction
1673,entailment
1674,contradiction
1675,neutral
1676,entailment
1677,contradiction
1678,entailment
1679,neutral
1680,contradiction
1681,contradiction
1682,contradiction
1683,contradiction
1684,entailment
1685,contradiction
1686,neutral
1687,entailment
1688,contradiction
1689,neutral
1690,contradiction
1691,contradiction
1692,entailment
1693,entailment
1694,entailment
1695,neutral
1696,entailment
1697,contradiction
1698,contradiction
1699,contradiction
1700,neutral
1701,contradiction
1702,entailment
1703,neutral
1704,entailment
1705,entailment
1706,contradiction
1707,neutral
1708,contradiction
1709,neutral
1710,contradiction
1711,neutral
1712,contradiction
1713,neutral
1714,contradiction
1715,neutral
1716,neutral
1717,contradiction
1718,neutral
1719,entailment
1720,neutral
1721,neutral
1722,entailment
1723,contradiction
1724,entailment
1725,entailment
1726,neutral
1727,entailment
1728,neutral
1729,entailment
1730,entailment
1731,contradiction
1732,neutral
1733,neutral
1734,contradiction
1735,neutral
1736,entailment
1737,entailment
1738,contradiction
1739,entailment
1740,neutral
1741,neutral
1742,entailment
1743,contradiction
1744,entailment
1745,entailment
1746,entailment
1747,entailment
1748,contradiction
1749,entailment
1750,neutral
1751,neutral
1752,entailment
1753,neutral
1754,entailment
1755,entailment
1756,entailment
1757,neutral
1758,contradiction
1759,neutral
1760,contradiction
1761,contradiction
1762,entailment
1763,neutral
1764,neutral
1765,contradiction
1766,contradiction
1767,entailment
1768,neutral
1769,contradiction
1770,contradiction
1771,contradiction
1772,contradiction
1773,contradiction
1774,entailment
1775,neutral
1776,entailment
1777,contradiction
1778,neutral
1779,entailment
1780,contradiction
1781,contradiction
1782,contradiction
1783,entailment
1784,neutral
1785,contradiction
1786,contradiction
1787,entailment
1788,entailment
1789,contradiction
1790,contradiction
1791,contradiction
1792,entailment
1793,neutral
1794,neutral
1795,entailment
1796,entailment
1797,contradiction
1798,contradiction
1799,contradiction
1800,contradiction
1801,contradiction
1802,entailment
1803,neutral
1804,entailment
1805,entailment
1806,entailment
1807,contradiction
1808,entailment
1809,contradiction
1810,neutral
1811,contradiction
1812,contradiction
1813,contradiction
1814,entailment
1815,contradiction
1816,neutral
1817,contradiction
1818,contradiction
1819,entailment
1820,neutral
1821,entailment
1822,neutral
1823,entailment
1824,neutral
1825,contradiction
1826,neutral
1827,neutral
1828,entailment
1829,entailment
1830,neutral
1831,entailment
1832,neutral
1833,entailment
1834,neutral
1835,contradiction
1836,contradiction
1837,neutral
1838,contradiction
1839,neutral
1840,entailment
1841,neutral
1842,neutral
1843,entailment
1844,neutral
1845,entailment
1846,entailment
1847,neutral
1848,entailment
1849,contradiction
1850,neutral
1851,neutral
1852,contradiction
1853,contradiction
1854,contradiction
1855,entailment
1856,neutral
1857,contradiction
1858,contradiction
1859,entailment
1860,contradiction
1861,neutral
1862,contradiction
1863,contradiction
1864,neutral
1865,contradiction
1866,neutral
1867,contradiction
1868,entailment
1869,contradiction
1870,neutral
1871,contradiction
1872,entailment
1873,neutral
1874,neutral
1875,neutral
1876,entailment
1877,contradiction
1878,contradiction
1879,contradiction
1880,contradiction
1881,contradiction
1882,neutral
1883,entailment
1884,entailment
1885,neutral
1886,entailment
1887,entailment
1888,entailment
1889,contradiction
1890,entailment
1891,contradiction
1892,contradiction
1893,entailment
1894,entailment
1895,contradiction
1896,contradiction
1897,contradiction
1898,entailment
1899,contradiction
1900,neutral
1901,neutral
1902,contradiction
1903,entailment
1904,neutral
1905,neutral
1906,entailment
1907,entailment
1908,entailment
1909,entailment
1910,contradiction
1911,entailment
1912,neutral
1913,neutral
1914,entailment
1915,neutral
1916,entailment
1917,entailment
1918,neutral
1919,contradiction
1920,entailment
1921,entailment
1922,entailment
1923,neutral
1924,neutral
1925,contradiction
1926,neutral
1927,entailment
1928,contradiction
1929,entailment
1930,contradiction
1931,entailment
1932,entailment
1933,entailment
1934,neutral
1935,entailment
1936,contradiction
1937,neutral
1938,neutral
1939,contradiction
1940,contradiction
1941,contradiction
1942,contradiction
1943,neutral
1944,entailment
1945,entailment
1946,entailment
1947,contradiction
1948,entailment
1949,entailment
1950,entailment
1951,neutral
1952,neutral
1953,contradiction
1954,entailment
1955,contradiction
1956,neutral
1957,neutral
1958,entailment
1959,contradiction
1960,contradiction
1961,neutral
1962,contradiction
1963,contradiction
1964,neutral
1965,neutral
1966,neutral
1967,entailment
1968,entailment
1969,entailment
1970,entailment
1971,entailment
1972,contradiction
1973,entailment
1974,neutral
1975,contradiction
1976,neutral
1977,entailment
1978,contradiction
1979,contradiction
1980,contradiction
1981,contradiction
1982,neutral
1983,neutral
1984,neutral
1985,entailment
1986,contradiction
1987,neutral
1988,contradiction
1989,neutral
1990,contradiction
1991,neutral
1992,entailment
1993,contradiction
1994,neutral
1995,entailment
1996,entailment
1997,entailment
1998,entailment
1999,neutral
2000,entailment
2001,contradiction
2002,entailment
2003,entailment
2004,neutral
2005,contradiction
2006,neutral
2007,contradiction
2008,neutral
2009,entailment
2010,neutral
2011,neutral
2012,entailment
2013,neutral
2014,neutral
2015,entailment
2016,neutral
2017,neutral
2018,contradiction
2019,entailment
2020,entailment
2021,contradiction
2022,neutral
2023,entailment
2024,neutral
2025,contradiction
2026,entailment
2027,neutral
2028,contradiction
2029,entailment
2030,contradiction
2031,entailment
2032,contradiction
2033,neutral
2034,entailment
2035,entailment
2036,contradiction
2037,contradiction
2038,entailment
2039,contradiction
2040,neutral
2041,entailment
2042,entailment
2043,entailment
2044,contradiction
