pairID,gold_label
10486,entailment
10487,entailment
10488,entailment
10489,neutral
10490,contradiction
10491,neutral
10492,contradiction
10493,neutral
10494,contradiction
10495,entailment
10496,contradiction
10497,contradiction
10498,contradiction
10499,entailment
10500,contradiction
10501,contradiction
10502,neutral
10503,entailment
10504,entailment
10505,neutral
10506,neutral
10507,contradiction
10508,entailment
10509,contradiction
10510,entailment
10511,contradiction
10512,contradiction
10513,neutral
10514,entailment
10515,contradiction
10516,contradiction
10517,entailment
10518,contradiction
10519,contradiction
10520,contradiction
10521,contradiction
10522,contradiction
10523,entailment
10524,neutral
10525,entailment
10526,contradiction
10527,entailment
10528,entailment
10529,contradiction
10530,entailment
10531,neutral
10532,contradiction
10533,contradiction
10534,contradiction
10535,entailment
10536,neutral
10537,entailment
10538,contradiction
10539,entailment
10540,neutral
10541,contradiction
10542,entailment
10543,contradiction
10544,neutral
10545,entailment
10546,neutral
10547,contradiction
10548,neutral
10549,contradiction
10550,neutral
10551,entailment
10552,neutral
10553,neutral
10554,neutral
10555,entailment
10556,contradiction
10557,neutral
10558,entailment
10559,neutral
10560,contradiction
10561,neutral
10562,entailment
10563,neutral
10564,contradiction
10565,entailment
10566,contradiction
10567,neutral
10568,neutral
10569,contradiction
10570,entailment
10571,entailment
10572,contradiction
10573,neutral
10574,entailment
10575,neutral
10576,neutral
10577,neutral
10578,neutral
10579,entailment
10580,entailment
10581,entailment
10582,contradiction
10583,contradiction
10584,neutral
10585,entailment
10586,entailment
10587,neutral
10588,contradiction
10589,neutral
10590,neutral
10591,entailment
10592,entailment
10593,neutral
10594,neutral
10595,entailment
10596,entailment
10597,entailment
10598,entailment
10599,entailment
10600,contradiction
10601,neutral
10602,neutral
10603,neutral
10604,contradiction
10605,contradiction
10606,contradiction
10607,entailment
10608,neutral
10609,entailment
10610,entailment
10611,contradiction
10612,neutral
10613,entailment
10614,neutral
10615,contradiction
10616,entailment
10617,entailment
10618,neutral
10619,contradiction
10620,neutral
10621,neutral
10622,contradiction
10623,entailment
10624,neutral
10625,contradiction
10626,contradiction
10627,entailment
10628,contradiction
10629,neutral
10630,entailment
10631,contradiction
10632,entailment
10633,neutral
10634,entailment
10635,neutral
10636,neutral
10637,neutral
10638,neutral
10639,contradiction
10640,neutral
10641,neutral
10642,entailment
10643,neutral
10644,contradiction
10645,entailment
10646,neutral
10647,entailment
10648,entailment
10649,contradiction
10650,neutral
10651,neutral
10652,contradiction
10653,neutral
10654,contradiction
10655,contradiction
10656,neutral
10657,contradiction
10658,contradiction
10659,entailment
10660,contradiction
10661,contradiction
10662,contradiction
10663,entailment
10664,contradiction
10665,neutral
10666,neutral
10667,contradiction
10668,neutral
10669,entailment
10670,entailment
10671,contradiction
10672,contradiction
10673,entailment
10674,entailment
10675,entailment
10676,contradiction
10677,contradiction
10678,contradiction
10679,contradiction
10680,entailment
10681,entailment
10682,entailment
10683,contradiction
10684,contradiction
10685,contradiction
10686,entailment
10687,entailment
10688,neutral
10689,entailment
10690,entailment
10691,entailment
10692,entailment
10693,entailment
10694,entailment
10695,entailment
10696,entailment
10697,entailment
10698,neutral
10699,neutral
10700,entailment
10701,neutral
10702,neutral
10703,neutral
10704,contradiction
10705,neutral
10706,entailment
10707,entailment
10708,entailment
10709,entailment
10710,entailment
10711,neutral
10712,contradiction
10713,entailment
10714,neutral
10715,neutral
10716,contradiction
10717,neutral
10718,entailment
10719,entailment
10720,entailment
10721,entailment
10722,contradiction
10723,contradiction
10724,contradiction
10725,entailment
10726,entailment
10727,contradiction
10728,neutral
10729,entailment
10730,entailment
10731,entailment
10732,entailment
10733,contradiction
10734,entailment
10735,entailment
10736,entailment
10737,entailment
10738,neutral
10739,entailment
10740,neutral
10741,contradiction
10742,neutral
10743,entailment
10744,entailment
10745,entailment
10746,entailment
10747,neutral
10748,entailment
10749,neutral
10750,entailment
10751,entailment
10752,entailment
10753,neutral
10754,neutral
10755,entailment
10756,contradiction
10757,entailment
10758,entailment
10759,contradiction
10760,entailment
10761,contradiction
10762,contradiction
10763,entailment
10764,neutral
10765,entailment
10766,entailment
10767,contradiction
10768,entailment
10769,neutral
10770,neutral
10771,entailment
10772,contradiction
10773,contradiction
10774,contradiction
10775,contradiction
10776,contradiction
10777,entailment
10778,neutral
10779,neutral
10780,contradiction
10781,neutral
10782,entailment
10783,entailment
10784,neutral
10785,contradiction
10786,entailment
10787,neutral
10788,contradiction
10789,entailment
10790,entailment
10791,entailment
10792,entailment
10793,entailment
10794,neutral
10795,contradiction
10796,entailment
10797,contradiction
10798,neutral
10799,contradiction
10800,contradiction
10801,entailment
10802,contradiction
10803,neutral
10804,contradiction
10805,neutral
10806,neutral
10807,contradiction
10808,contradiction
10809,entailment
10810,contradiction
10811,entailment
10812,entailment
10813,contradiction
10814,neutral
10815,contradiction
10816,contradiction
10817,contradiction
10818,entailment
10819,contradiction
10820,entailment
10821,contradiction
10822,entailment
10823,contradiction
10824,neutral
10825,neutral
10826,neutral
10827,entailment
10828,entailment
10829,contradiction
10830,neutral
10831,contradiction
10832,entailment
10833,entailment
10834,contradiction
10835,neutral
10836,entailment
10837,contradiction
10838,entailment
10839,contradiction
10840,neutral
10841,neutral
10842,entailment
10843,contradiction
10844,contradiction
10845,neutral
10846,entailment
10847,entailment
10848,contradiction
10849,entailment
10850,contradiction
10851,neutral
10852,entailment
10853,contradiction
10854,contradiction
10855,contradiction
10856,neutral
10857,contradiction
10858,contradiction
10859,neutral
10860,entailment
10861,contradiction
10862,neutral
10863,contradiction
10864,contradiction
10865,entailment
10866,contradiction
10867,entailment
10868,contradiction
10869,contradiction
10870,entailment
10871,contradiction
10872,neutral
10873,neutral
10874,contradiction
10875,neutral
10876,contradiction
10877,entailment
10878,neutral
10879,neutral
10880,neutral
10881,entailment
10882,entailment
10883,contradiction
10884,entailment
10885,contradiction
10886,entailment
10887,contradiction
10888,entailment
10889,neutral
10890,neutral
10891,contradiction
10892,entailment
10893,contradiction
10894,entailment
10895,neutral
10896,contradiction
10897,contradiction
10898,contradiction
10899,entailment
10900,entailment
10901,neutral
10902,contradiction
10903,entailment
10904,neutral
10905,contradiction
10906,contradiction
10907,neutral
10908,contradiction
10909,neutral
10910,contradiction
10911,contradiction
10912,contradiction
10913,contradiction
10914,entailment
10915,neutral
10916,entailment
10917,entailment
10918,entailment
10919,entailment
10920,contradiction
10921,entailment
10922,neutral
10923,contradiction
10924,entailment
10925,contradiction
10926,neutral
10927,entailment
10928,neutral
10929,contradiction
10930,neutral
10931,entailment
10932,entailment
10933,contradiction
10934,neutral
10935,contradiction
10936,contradiction
10937,neutral
10938,entailment
10939,contradiction
10940,neutral
10941,contradiction
10942,neutral
10943,contradiction
10944,entailment
10945,entailment
10946,entailment
10947,neutral
10948,entailment
10949,neutral
10950,contradiction
10951,entailment
10952,entailment
10953,entailment
10954,entailment
10955,entailment
10956,neutral
10957,contradiction
10958,neutral
10959,contradiction
10960,contradiction
10961,contradiction
10962,neutral
10963,contradiction
10964,contradiction
10965,entailment
10966,entailment
10967,contradiction
10968,contradiction
10969,contradiction
10970,contradiction
10971,entailment
10972,entailment
10973,entailment
10974,entailment
10975,contradiction
10976,contradiction
10977,entailment
10978,contradiction
10979,neutral
10980,entailment
10981,entailment
10982,neutral
10983,neutral
10984,contradiction
10985,neutral
10986,contradiction
10987,contradiction
10988,neutral
10989,entailment
10990,contradiction
10991,entailment
10992,contradiction
10993,entailment
10994,entailment
10995,contradiction
10996,entailment
10997,contradiction
10998,neutral
10999,neutral
11000,neutral
11001,entailment
11002,neutral
11003,neutral
11004,entailment
11005,entailment
11006,contradiction
11007,contradiction
11008,entailment
11009,contradiction
11010,entailment
11011,entailment
11012,neutral
11013,neutral
11014,entailment
11015,neutral
11016,entailment
11017,contradiction
11018,entailment
11019,contradiction
11020,entailment
11021,entailment
11022,contradiction
11023,contradiction
11024,neutral
11025,entailment
11026,entailment
11027,entailment
11028,contradiction
11029,contradiction
11030,contradiction
11031,contradiction
11032,contradiction
11033,contradiction
11034,entailment
11035,entailment
11036,neutral
11037,neutral
11038,contradiction
11039,neutral
11040,neutral
11041,entailment
11042,neutral
11043,contradiction
11044,neutral
11045,entailment
11046,neutral
11047,entailment
11048,contradiction
11049,contradiction
11050,contradiction
11051,neutral
11052,contradiction
11053,neutral
11054,contradiction
11055,contradiction
11056,contradiction
11057,neutral
11058,contradiction
11059,neutral
11060,neutral
11061,neutral
11062,neutral
11063,entailment
11064,contradiction
11065,contradiction
11066,neutral
11067,contradiction
11068,neutral
11069,neutral
11070,entailment
11071,contradiction
11072,neutral
11073,neutral
11074,neutral
11075,contradiction
11076,neutral
11077,entailment
11078,contradiction
11079,entailment
11080,neutral
11081,entailment
11082,contradiction
11083,entailment
11084,neutral
11085,contradiction
11086,contradiction
11087,neutral
11088,entailment
11089,neutral
11090,entailment
11091,neutral
11092,contradiction
11093,contradiction
11094,contradiction
11095,contradiction
11096,contradiction
11097,contradiction
11098,contradiction
11099,contradiction
11100,neutral
11101,entailment
11102,neutral
11103,contradiction
11104,neutral
11105,entailment
11106,neutral
11107,contradiction
11108,entailment
11109,neutral
11110,entailment
11111,entailment
11112,entailment
11113,neutral
11114,contradiction
11115,entailment
11116,contradiction
11117,entailment
11118,contradiction
11119,entailment
11120,entailment
11121,contradiction
11122,entailment
11123,contradiction
11124,entailment
11125,contradiction
11126,neutral
11127,entailment
11128,contradiction
11129,entailment
11130,neutral
11131,entailment
11132,contradiction
11133,neutral
11134,entailment
11135,entailment
11136,entailment
11137,entailment
11138,contradiction
11139,entailment
11140,contradiction
11141,neutral
11142,neutral
11143,entailment
11144,entailment
11145,entailment
11146,entailment
11147,entailment
11148,entailment
11149,contradiction
11150,contradiction
11151,entailment
11152,neutral
11153,neutral
11154,entailment
11155,entailment
11156,contradiction
11157,entailment
11158,entailment
11159,entailment
11160,entailment
11161,entailment
11162,entailment
11163,neutral
11164,entailment
11165,entailment
11166,entailment
11167,contradiction
11168,entailment
11169,contradiction
11170,contradiction
11171,contradiction
11172,entailment
11173,entailment
11174,neutral
11175,neutral
11176,contradiction
11177,contradiction
11178,neutral
11179,neutral
11180,contradiction
11181,contradiction
11182,neutral
11183,contradiction
11184,neutral
11185,entailment
11186,neutral
11187,neutral
11188,neutral
11189,entailment
11190,neutral
11191,entailment
11192,neutral
11193,neutral
11194,contradiction
11195,contradiction
11196,contradiction
11197,entailment
11198,neutral
11199,entailment
11200,entailment
11201,entailment
11202,entailment
11203,neutral
11204,entailment
11205,entailment
11206,neutral
11207,contradiction
11208,neutral
11209,neutral
11210,neutral
11211,entailment
11212,entailment
11213,neutral
11214,entailment
11215,neutral
11216,entailment
11217,contradiction
11218,entailment
11219,contradiction
11220,entailment
11221,contradiction
11222,neutral
11223,entailment
11224,entailment
11225,neutral
11226,contradiction
11227,neutral
11228,neutral
11229,entailment
11230,entailment
11231,entailment
11232,entailment
11233,contradiction
11234,contradiction
11235,contradiction
11236,entailment
11237,entailment
11238,entailment
11239,entailment
11240,neutral
11241,neutral
11242,contradiction
11243,neutral
11244,entailment
11245,entailment
11246,neutral
11247,neutral
11248,neutral
11249,entailment
11250,contradiction
11251,contradiction
11252,contradiction
11253,contradiction
11254,contradiction
11255,neutral
11256,neutral
11257,entailment
11258,neutral
11259,entailment
11260,entailment
11261,contradiction
11262,neutral
11263,entailment
11264,contradiction
11265,contradiction
11266,neutral
11267,neutral
11268,entailment
11269,contradiction
11270,entailment
11271,neutral
11272,contradiction
11273,entailment
11274,neutral
11275,entailment
11276,neutral
11277,entailment
11278,entailment
11279,neutral
11280,entailment
11281,entailment
11282,neutral
11283,entailment
11284,contradiction
11285,contradiction
11286,entailment
11287,neutral
11288,contradiction
11289,contradiction
11290,entailment
11291,contradiction
11292,neutral
11293,neutral
11294,contradiction
11295,neutral
11296,contradiction
11297,contradiction
11298,entailment
11299,contradiction
11300,contradiction
11301,contradiction
11302,contradiction
11303,neutral
11304,contradiction
11305,contradiction
11306,contradiction
11307,neutral
11308,entailment
11309,contradiction
11310,contradiction
11311,contradiction
11312,entailment
11313,contradiction
11314,neutral
11315,neutral
11316,neutral
11317,contradiction
11318,entailment
11319,neutral
11320,entailment
11321,entailment
11322,entailment
11323,neutral
11324,contradiction
11325,neutral
11326,neutral
11327,neutral
11328,contradiction
11329,contradiction
11330,entailment
11331,neutral
11332,neutral
11333,neutral
11334,contradiction
11335,entailment
11336,entailment
11337,entailment
11338,entailment
11339,contradiction
11340,entailment
11341,entailment
11342,neutral
11343,entailment
11344,entailment
11345,neutral
11346,neutral
11347,entailment
11348,contradiction
11349,neutral
11350,contradiction
11351,neutral
11352,entailment
11353,contradiction
11354,contradiction
11355,neutral
11356,contradiction
11357,contradiction
11358,contradiction
11359,contradiction
11360,contradiction
11361,contradiction
11362,neutral
11363,neutral
11364,entailment
11365,entailment
11366,neutral
11367,entailment
11368,neutral
11369,neutral
11370,neutral
11371,neutral
11372,contradiction
11373,contradiction
11374,contradiction
11375,entailment
11376,contradiction
11377,neutral
11378,entailment
11379,contradiction
11380,neutral
11381,contradiction
11382,neutral
11383,neutral
11384,contradiction
11385,entailment
11386,contradiction
11387,contradiction
11388,neutral
11389,neutral
11390,neutral
11391,contradiction
11392,neutral
11393,contradiction
11394,neutral
11395,contradiction
11396,contradiction
11397,neutral
11398,entailment
11399,contradiction
11400,contradiction
11401,contradiction
11402,entailment
11403,contradiction
11404,entailment
11405,entailment
11406,entailment
11407,neutral
11408,neutral
11409,neutral
11410,entailment
11411,contradiction
11412,contradiction
11413,neutral
11414,entailment
11415,neutral
11416,neutral
11417,entailment
11418,contradiction
11419,neutral
11420,entailment
11421,contradiction
11422,entailment
11423,contradiction
11424,neutral
11425,neutral
11426,contradiction
11427,entailment
11428,contradiction
11429,neutral
11430,entailment
11431,entailment
11432,entailment
11433,contradiction
11434,neutral
11435,neutral
11436,entailment
11437,neutral
11438,contradiction
11439,contradiction
11440,neutral
11441,neutral
11442,contradiction
11443,neutral
11444,contradiction
11445,contradiction
11446,entailment
11447,contradiction
11448,contradiction
11449,contradiction
11450,contradiction
11451,entailment
11452,entailment
11453,entailment
11454,entailment
11455,contradiction
11456,contradiction
11457,entailment
11458,neutral
11459,neutral
11460,neutral
11461,contradiction
11462,neutral
11463,contradiction
11464,contradiction
11465,entailment
11466,neutral
11467,neutral
11468,entailment
11469,contradiction
11470,entailment
11471,neutral
11472,entailment
11473,contradiction
11474,entailment
11475,contradiction
11476,contradiction
11477,neutral
11478,entailment
11479,contradiction
11480,neutral
11481,contradiction
11482,entailment
11483,contradiction
11484,entailment
11485,entailment
11486,contradiction
11487,neutral
11488,entailment
11489,contradiction
11490,neutral
11491,entailment
11492,entailment
11493,entailment
11494,contradiction
11495,contradiction
11496,neutral
11497,contradiction
11498,neutral
11499,entailment
11500,contradiction
11501,neutral
11502,contradiction
11503,contradiction
11504,neutral
11505,contradiction
11506,entailment
11507,neutral
11508,neutral
11509,contradiction
11510,contradiction
11511,contradiction
11512,neutral
11513,entailment
11514,contradiction
11515,neutral
11516,contradiction
11517,neutral
11518,neutral
11519,contradiction
11520,neutral
11521,neutral
11522,neutral
11523,entailment
11524,contradiction
11525,neutral
11526,entailment
11527,neutral
11528,neutral
11529,entailment
11530,neutral
11531,neutral
11532,entailment
11533,neutral
11534,entailment
11535,entailment
11536,neutral
11537,neutral
11538,entailment
11539,neutral
11540,neutral
11541,contradiction
11542,contradiction
11543,contradiction
11544,neutral
11545,entailment
11546,entailment
11547,entailment
11548,entailment
11549,entailment
11550,contradiction
11551,neutral
11552,entailment
11553,neutral
11554,contradiction
11555,neutral
11556,neutral
11557,neutral
11558,entailment
11559,contradiction
11560,contradiction
11561,entailment
11562,neutral
11563,contradiction
11564,contradiction
11565,contradiction
11566,contradiction
11567,contradiction
11568,entailment
11569,contradiction
11570,neutral
11571,contradiction
11572,contradiction
11573,entailment
11574,neutral
11575,neutral
11576,contradiction
11577,contradiction
11578,entailment
11579,contradiction
11580,neutral
11581,neutral
11582,entailment
11583,entailment
11584,entailment
11585,contradiction
11586,neutral
11587,neutral
11588,contradiction
11589,contradiction
11590,neutral
11591,neutral
11592,entailment
11593,contradiction
11594,entailment
11595,entailment
11596,entailment
11597,neutral
11598,contradiction
11599,contradiction
11600,neutral
11601,contradiction
11602,contradiction
11603,neutral
11604,contradiction
11605,contradiction
11606,contradiction
11607,entailment
11608,contradiction
11609,entailment
11610,contradiction
11611,contradiction
11612,contradiction
11613,entailment
11614,entailment
11615,neutral
11616,neutral
11617,neutral
11618,neutral
11619,entailment
11620,neutral
11621,contradiction
11622,contradiction
11623,entailment
11624,contradiction
11625,contradiction
11626,contradiction
11627,entailment
11628,neutral
11629,entailment
11630,entailment
11631,entailment
11632,neutral
11633,entailment
11634,entailment
11635,contradiction
11636,neutral
11637,entailment
11638,contradiction
11639,entailment
11640,contradiction
11641,entailment
11642,contradiction
11643,contradiction
11644,contradiction
11645,entailment
11646,neutral
11647,entailment
11648,entailment
11649,contradiction
11650,contradiction
11651,neutral
11652,entailment
11653,neutral
11654,entailment
11655,entailment
11656,contradiction
11657,entailment
11658,entailment
11659,neutral
11660,entailment
11661,neutral
11662,contradiction
11663,entailment
11664,neutral
11665,entailment
11666,contradiction
11667,entailment
11668,entailment
11669,entailment
11670,contradiction
11671,entailment
11672,neutral
11673,contradiction
11674,contradiction
11675,entailment
11676,contradiction
11677,entailment
11678,entailment
11679,neutral
11680,contradiction
11681,contradiction
11682,neutral
11683,neutral
11684,neutral
11685,entailment
11686,contradiction
11687,neutral
11688,neutral
11689,entailment
11690,neutral
11691,entailment
11692,contradiction
11693,neutral
11694,entailment
11695,contradiction
11696,entailment
11697,neutral
11698,entailment
11699,neutral
11700,contradiction
11701,contradiction
11702,contradiction
11703,neutral
11704,neutral
11705,neutral
11706,entailment
11707,entailment
11708,neutral
11709,neutral
11710,entailment
11711,neutral
11712,contradiction
11713,entailment
11714,contradiction
11715,contradiction
11716,entailment
11717,entailment
11718,entailment
11719,neutral
11720,contradiction
11721,neutral
11722,contradiction
11723,neutral
11724,contradiction
11725,neutral
11726,entailment
11727,entailment
11728,entailment
11729,neutral
11730,contradiction
11731,contradiction
11732,contradiction
11733,neutral
11734,contradiction
11735,contradiction
11736,contradiction
11737,contradiction
11738,neutral
11739,neutral
11740,neutral
11741,entailment
11742,neutral
11743,contradiction
11744,neutral
11745,neutral
11746,entailment
11747,entailment
11748,entailment
11749,entailment
11750,neutral
